checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence,property_magnitude,age,age_cat,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
3,0,1,4,248,2,1,1,3,2,0,3,23,0,1,1,2,3,1,0,1,1
1,11,3,3,332,2,2,3,0,1,0,1,27,0,1,2,0,1,0,0,1,1
0,29,4,4,858,1,2,0,0,2,0,0,11,0,1,1,1,1,0,0,1,1
1,17,0,3,595,1,2,3,3,2,3,2,11,0,1,0,0,1,1,1,1,0
3,8,3,4,535,4,4,3,3,2,3,2,19,0,1,1,0,0,0,1,1,1
3,13,3,3,273,2,2,3,2,0,0,1,24,0,1,1,0,3,1,0,1,0
3,17,3,6,638,0,3,1,3,2,3,0,12,0,1,1,1,1,0,0,1,0
0,13,1,0,630,2,4,2,2,2,2,0,21,0,1,1,2,2,1,1,1,1
1,23,2,0,405,2,1,1,3,2,0,0,5,1,1,1,1,1,0,1,1,0
0,17,3,9,686,1,2,2,0,2,3,0,9,0,1,2,0,1,0,0,1,0
3,23,3,3,891,2,4,3,0,2,1,0,7,0,1,1,1,0,0,1,1,0
1,8,3,4,344,2,0,3,0,1,3,1,10,0,1,1,0,1,0,1,1,1
1,17,1,6,165,3,3,3,0,2,3,1,38,0,1,2,1,0,0,1,1,1
2,21,1,6,645,4,3,3,3,2,3,1,30,0,2,1,1,3,0,0,1,1
0,5,1,6,136,2,3,1,3,2,3,3,18,0,1,1,2,3,0,0,1,1
1,20,3,4,681,2,0,2,3,2,1,0,26,0,1,1,0,3,0,0,1,0
0,17,3,3,565,0,3,3,3,2,3,2,11,0,1,0,0,1,0,0,1,1
3,2,1,6,311,2,3,1,2,2,1,3,11,0,1,2,1,1,0,0,1,1
0,15,2,4,451,2,0,0,1,2,3,1,28,0,1,1,1,1,0,0,1,1
3,11,3,4,623,4,0,2,3,2,1,2,10,0,1,1,0,1,0,0,1,1
3,17,3,6,460,1,3,2,3,2,1,0,16,0,0,1,1,1,0,1,1,0
0,2,3,7,14,2,2,2,2,2,0,1,3,1,1,1,0,3,0,0,1,1
0,21,3,6,308,4,0,3,0,2,0,0,7,0,1,1,0,1,0,0,1,1
0,19,1,6,478,1,0,3,3,2,1,1,4,1,1,1,1,3,0,0,1,0
3,11,3,6,626,2,3,3,0,2,1,0,35,0,0,2,0,0,0,1,1,1
3,26,3,6,819,4,1,1,2,2,3,1,10,0,1,2,0,1,0,1,1,1
1,7,1,4,671,2,0,0,3,2,1,3,21,0,1,1,1,3,1,0,1,1
0,11,3,7,265,0,0,3,3,1,1,3,3,1,1,1,0,1,0,0,1,1
3,17,3,4,827,2,0,0,3,2,3,1,24,0,1,1,0,3,1,0,1,1
1,17,0,4,147,2,4,0,0,0,3,2,10,0,1,2,1,2,0,0,1,0
1,31,3,0,824,2,3,3,3,0,3,2,17,0,1,2,0,1,0,0,1,0
3,21,1,6,532,2,0,3,0,2,1,0,14,0,1,1,0,1,0,1,1,1
2,17,3,6,176,1,0,2,0,2,2,0,38,0,1,1,0,3,0,0,1,1
0,2,3,6,56,2,0,1,0,1,2,3,45,0,1,1,0,1,0,0,1,1
0,13,2,0,465,4,3,3,3,2,1,1,23,0,1,1,1,1,0,0,1,1
3,17,2,4,481,2,3,3,3,2,3,0,28,0,1,1,1,3,1,0,1,0
0,11,0,4,178,0,0,1,2,2,1,1,6,1,1,2,0,1,0,0,1,0
0,21,1,3,859,2,1,1,3,2,1,1,30,0,1,1,0,1,0,0,1,0
3,29,3,0,733,2,4,2,3,2,1,0,14,0,0,2,0,0,0,1,1,0
2,15,3,4,544,0,0,0,0,2,0,0,9,0,0,1,0,0,0,1,1,1
1,23,3,9,855,2,0,1,3,2,1,1,7,0,1,1,0,1,1,0,1,0
3,17,1,3,379,2,1,1,3,2,1,1,11,0,1,1,1,3,0,0,1,1
1,11,1,3,241,2,0,3,0,2,2,1,6,1,1,2,1,1,0,0,1,1
2,26,4,0,786,2,2,1,1,2,0,1,14,0,1,1,1,1,0,0,1,1
3,9,3,6,233,0,4,1,0,2,3,3,45,0,1,1,0,1,0,0,1,1
1,17,3,9,801,2,4,3,3,2,1,2,10,0,1,0,0,0,0,1,1,1
0,17,1,6,312,2,3,3,3,2,1,1,29,0,1,1,1,3,0,0,1,1
3,8,1,2,624,4,2,1,3,2,0,1,18,0,1,1,1,3,1,0,1,1
3,11,0,6,289,0,3,3,3,2,3,0,15,0,0,1,0,3,1,0,1,1
1,13,3,6,358,4,1,1,2,2,3,0,4,1,1,2,1,3,0,0,1,1
1,23,3,3,673,2,4,3,3,2,2,1,11,0,1,1,0,0,0,1,1,1
3,8,3,4,458,4,3,3,3,2,2,0,31,0,1,1,0,1,0,1,1,1
3,8,3,3,310,2,1,2,0,2,3,3,12,0,1,1,0,3,0,0,1,1
1,21,3,9,661,2,0,3,1,2,3,1,21,0,1,1,0,0,0,1,1,1
3,8,3,6,69,2,3,3,3,2,3,0,19,0,1,1,0,1,0,0,1,1
1,27,3,6,332,2,0,3,3,2,3,2,4,1,1,0,0,1,0,1,1,0
0,27,1,9,711,0,4,2,3,2,3,0,8,0,1,1,0,1,0,0,1,1
